id,traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time
19,877.5226298540522,None,324.1253344188863,9.09957647914643,4.350000376768371,1,Clear,sky is clear,03-10-2012 04:00
20,2930.106275114636,None,323.07015588949344,8.088512425907938,5.437500470960464,1,Clear,sky is clear,03-10-2012 05:00
21,6115.707468258032,None,322.6179365197537,2.0221281064769845,6.525000565152556,1,Clear,sky is clear,03-10-2012 06:00
22,7019.103001203604,None,322.4903874667502,4.044256212953969,1.0875000941920927,1,Clear,sky is clear,03-10-2012 08:00
23,5897.943867237739,None,327.54596811307204,6.066384319430954,3.262500282576278,1,Clear,sky is clear,03-10-2012 09:00
24,5494.757794061553,None,338.5499727767404,3.033192159715477,4.350000376768371,1,Clear,sky is clear,03-10-2012 12:00
25,5268.369892010753,None,340.0109892020536,1.0110640532384922,6.525000565152556,1,Clear,sky is clear,03-10-2012 13:00
26,5753.486824976752,None,341.26328899517915,5.055320266192461,11.96250103611302,1,Clear,sky is clear,03-10-2012 14:00
27,6136.1901832054855,None,342.2604906822977,1.0110640532384922,13.050001130305112,1,Clear,sky is clear,03-10-2012 15:00
28,6615.916928027417,None,342.21410920847825,1.0110640532384922,1.0875000941920927,1,Clear,sky is clear,03-10-2012 16:00
29,4983.767958004033,None,340.50959004561287,8.088512425907938,5.437500470960464,20,Clouds,few clouds,03-10-2012 18:00
30,3871.233125068675,None,337.019384140698,9.09957647914643,0.0,20,Clouds,few clouds,03-10-2012 19:00
31,3124.153048301036,None,334.1669235008008,8.088512425907938,2.1750001883841854,20,Clouds,few clouds,03-10-2012 20:00
32,2842.7852271807565,None,332.9030283392204,9.09957647914643,4.350000376768371,1,Clear,sky is clear,03-10-2012 21:00
33,1915.6728664012903,None,331.91742202055667,7.077448372669446,8.700000753536742,1,Clear,sky is clear,03-10-2012 22:00
34,1094.208193245532,None,330.7694805435249,4.044256212953969,11.96250103611302,1,Clear,sky is clear,03-10-2012 23:00
35,644.6665020303725,None,329.94620938322936,7.077448372669446,13.050001130305112,1,Clear,sky is clear,04-10-2012 00:00
36,397.7958850321194,None,328.69390959010383,3.033192159715477,6.525000565152556,1,Clear,sky is clear,04-10-2012 01:00
37,336.3477401897595,None,328.3460485364578,3.033192159715477,2.1750001883841854,1,Clear,sky is clear,04-10-2012 02:00
38,395.6398097744929,None,327.03577190105784,3.033192159715477,7.612500659344649,1,Clear,sky is clear,04-10-2012 03:00
39,900.1614200591321,None,326.6299340051375,0.0,8.700000753536742,1,Clear,sky is clear,04-10-2012 04:00
40,2938.7305761451425,None,326.20090537230743,2.0221281064769845,10.875000941920929,1,Clear,sky is clear,04-10-2012 05:00
41,6132.9560703190455,None,325.5283740019252,1.0110640532384922,8.700000753536742,1,Clear,sky is clear,04-10-2012 06:00
42,7535.483025405189,None,325.33125273819246,7.077448372669446,0.0,1,Clear,sky is clear,04-10-2012 07:00
43,6452.055208447791,None,326.82705526887025,8.088512425907938,2.1750001883841854,1,Clear,sky is clear,04-10-2012 08:00
44,5723.301771369979,None,330.44481022678866,2.0221281064769845,13.050001130305112,1,Clear,sky is clear,04-10-2012 09:00
45,4962.207205427767,None,335.3148649778326,4.044256212953969,7.612500659344649,1,Clear,sky is clear,04-10-2012 10:00
46,5265.135779124313,None,338.06296730163604,3.033192159715477,9.787500847728834,1,Clear,sky is clear,04-10-2012 11:00
47,5502.304057463245,None,342.02858331320044,8.088512425907938,10.875000941920929,1,Clear,sky is clear,04-10-2012 12:00
48,5582.078841995432,None,343.6635302653366,2.0221281064769845,7.612500659344649,1,Clear,sky is clear,04-10-2012 13:00
49,5930.284996102138,None,344.75349490009404,5.055320266192461,11.96250103611302,1,Clear,sky is clear,04-10-2012 14:00
50,6158.828973410565,None,345.7391012187577,6.066384319430954,6.525000565152556,1,Clear,sky is clear,04-10-2012 15:00
51,6783.012760493484,None,345.6115521657541,2.0221281064769845,9.787500847728834,20,Clouds,few clouds,04-10-2012 16:00
52,6529.673917722352,None,345.1593327960144,5.055320266192461,10.875000941920929,20,Clouds,few clouds,04-10-2012 17:00
53,5289.93064458702,None,343.64033952842686,2.0221281064769845,2.1750001883841854,40,Clouds,scattered clouds,04-10-2012 18:00
54,3776.3658137331017,None,340.72990204625535,0.0,0.0,40,Clouds,scattered clouds,04-10-2012 19:00
55,3274.000278706089,None,339.08335972566425,1.0110640532384922,2.1750001883841854,40,Clouds,scattered clouds,04-10-2012 20:00
56,3042.2221885112226,None,338.3180654076431,0.0,8.700000753536742,75,Clouds,broken clouds,04-10-2012 21:00
57,2147.450956596157,None,337.8426553009936,8.088512425907938,7.612500659344649,75,Clouds,broken clouds,04-10-2012 22:00
58,1256.9918751963448,None,337.5643664580767,2.0221281064769845,6.525000565152556,75,Clouds,broken clouds,04-10-2012 23:00
59,675.9295932659592,None,336.99619340378825,7.077448372669446,1.0875000941920927,75,Clouds,broken clouds,05-10-2012 00:00
60,418.2785999795728,None,336.7990721400555,4.044256212953969,7.612500659344649,40,Clouds,scattered clouds,05-10-2012 01:00
61,396.7178474033061,None,335.4076279254715,1.0110640532384922,9.787500847728834,0,Clear,sky is clear,05-10-2012 03:00
62,2683.235658116382,None,328.3924300102772,2.0221281064769845,10.875000941920929,75,Clouds,broken clouds,05-10-2012 05:00
63,5969.094350739419,None,327.2676792701552,1.0110640532384922,8.700000753536742,90,Clouds,overcast clouds,05-10-2012 06:00
64,7145.233403774763,None,326.6299340051375,9.09957647914643,3.262500282576278,90,Clouds,overcast clouds,05-10-2012 07:00
65,5965.860237852979,None,325.33125273819246,8.088512425907938,7.612500659344649,90,Clouds,overcast clouds,05-10-2012 08:00
66,5824.637308478432,None,324.69350747317475,7.077448372669446,8.700000753536742,75,Clouds,broken clouds,05-10-2012 09:00
67,5142.239489439593,None,324.7978657892686,0.0,9.787500847728834,75,Clouds,broken clouds,05-10-2012 10:00
68,5624.122309519153,None,324.670316736265,4.044256212953969,2.1750001883841854,90,Clouds,overcast clouds,05-10-2012 11:00
69,6328.080881134258,None,325.2848712643729,6.066384319430954,2.1750001883841854,90,Clouds,overcast clouds,05-10-2012 12:00
70,6432.650531129151,None,326.328454425311,6.066384319430954,8.700000753536742,75,Clouds,broken clouds,05-10-2012 13:00
71,6584.653836791831,None,326.7342923212313,5.055320266192461,9.787500847728834,90,Clouds,overcast clouds,05-10-2012 14:00
72,6606.214589368098,None,326.8850321111446,6.066384319430954,1.0875000941920927,90,Clouds,overcast clouds,05-10-2012 15:00
73,6542.610369268111,None,326.6763154789569,9.09957647914643,3.262500282576278,90,Clouds,overcast clouds,05-10-2012 16:00
74,6650.414132149444,None,326.3168590568562,3.033192159715477,6.525000565152556,90,Clouds,overcast clouds,05-10-2012 17:00
75,5804.154593530979,None,325.6791137918384,2.0221281064769845,1.0875000941920927,90,Clouds,overcast clouds,05-10-2012 18:00
76,4380.066885868568,None,324.84424726308805,4.044256212953969,7.612500659344649,90,Clouds,overcast clouds,05-10-2012 19:00
77,3626.518583328048,None,324.4152186302579,8.088512425907938,13.050001130305112,90,Clouds,overcast clouds,05-10-2012 20:00
78,3202.849795204409,None,324.2644788403447,1.0110640532384922,0.0,75,Clouds,broken clouds,05-10-2012 21:00
79,2641.192190592663,None,323.7658779967855,0.0,3.262500282576278,40,Clouds,scattered clouds,05-10-2012 22:00
80,1974.964935986024,None,323.5803521015076,1.0110640532384922,9.787500847728834,40,Clouds,scattered clouds,05-10-2012 23:00
81,1327.0643210692117,None,323.2904678901359,3.033192159715477,8.700000753536742,90,Clouds,overcast clouds,06-10-2012 00:00
82,774.0310174879723,None,322.9889883103094,6.066384319430954,6.525000565152556,90,Clouds,overcast clouds,06-10-2012 01:00
83,587.5305077032659,None,323.0353697841288,1.0110640532384922,8.700000753536742,90,Clouds,overcast clouds,06-10-2012 02:00
84,443.07346544227937,None,321.1801108313502,6.066384319430954,11.96250103611302,75,Clouds,broken clouds,06-10-2012 04:00
85,741.6898886235723,None,320.43800725023874,5.055320266192461,5.437500470960464,20,Clouds,few clouds,06-10-2012 05:00
86,1457.5068741556247,None,319.3364472470264,3.033192159715477,6.525000565152556,1,Clear,sky is clear,06-10-2012 06:00
87,2233.693966901224,None,319.06975377256447,0.0,6.525000565152556,1,Clear,sky is clear,06-10-2012 07:00
88,3602.801755494155,None,318.8610371403769,7.077448372669446,5.437500470960464,1,Clear,sky is clear,06-10-2012 08:00
89,4590.284223487167,None,318.9769908249255,0.0,3.262500282576278,40,Clouds,scattered clouds,06-10-2012 09:00
90,5240.340913661607,None,321.05256177834667,7.077448372669446,11.96250103611302,20,Clouds,few clouds,06-10-2012 10:00
91,5596.0933311700055,None,322.3976245191112,6.066384319430954,5.437500470960464,20,Clouds,few clouds,06-10-2012 11:00
92,6111.395317742778,None,323.6035428384173,1.0110640532384922,13.050001130305112,40,Clouds,scattered clouds,06-10-2012 12:00
93,5469.962928598846,None,324.80946115772343,1.0110640532384922,10.875000941920929,75,Clouds,broken clouds,06-10-2012 13:00
94,5417.1390847869925,None,324.96020094763674,2.0221281064769845,4.350000376768371,75,Clouds,broken clouds,06-10-2012 14:00
95,5555.127901275099,None,324.670316736265,3.033192159715477,11.96250103611302,75,Clouds,broken clouds,06-10-2012 15:00
96,5416.06104715818,None,323.5803521015076,6.066384319430954,8.700000753536742,90,Clouds,overcast clouds,06-10-2012 16:00
97,5151.941828098913,None,323.4064215746846,5.055320266192461,2.1750001883841854,90,Clouds,overcast clouds,06-10-2012 17:00
98,4702.400136883754,None,322.8034624150315,6.066384319430954,5.437500470960464,90,Clouds,overcast clouds,06-10-2012 18:00
99,4161.225247219461,None,322.53676894056963,9.09957647914643,9.787500847728834,90,Clouds,overcast clouds,06-10-2012 19:00
100,3406.5989070501287,None,322.53676894056963,0.0,10.875000941920929,90,Clouds,overcast clouds,06-10-2012 20:00
101,3225.488585409489,None,322.2700754661077,4.044256212953969,2.1750001883841854,90,Clouds,overcast clouds,06-10-2012 21:00
102,3451.876487460289,None,321.07575251525634,7.077448372669446,7.612500659344649,90,Clouds,overcast clouds,06-10-2012 22:00
103,2092.471037526677,None,320.42641188178385,1.0110640532384922,6.525000565152556,75,Clouds,broken clouds,06-10-2012 23:00
104,1329.2203963268382,None,320.159718407322,4.044256212953969,4.350000376768371,75,Clouds,broken clouds,07-10-2012 00:00
105,348.2061541067062,None,319.719094406037,4.044256212953969,13.050001130305112,90,Clouds,overcast clouds,07-10-2012 03:00
106,336.3477401897595,None,319.626331458398,7.077448372669446,8.700000753536742,90,Clouds,overcast clouds,07-10-2012 04:00
107,675.9295932659592,None,319.4639963000299,1.0110640532384922,13.050001130305112,75,Clouds,broken clouds,07-10-2012 05:00
108,1625.6807442505044,None,318.9306093511061,6.066384319430954,9.787500847728834,90,Clouds,overcast clouds,07-10-2012 06:00
109,1659.0999107437176,None,318.6059390343698,7.077448372669446,7.612500659344649,90,Clouds,overcast clouds,07-10-2012 07:00
110,2406.179987511357,None,318.6059390343698,0.0,10.875000941920929,75,Clouds,broken clouds,07-10-2012 08:00
111,4924.4758884193,None,319.5103777738494,4.044256212953969,7.612500659344649,75,Clouds,broken clouds,07-10-2012 09:00
112,4984.845995632846,None,320.3104581972352,7.077448372669446,0.0,75,Clouds,broken clouds,07-10-2012 10:00
113,4882.43242089558,None,321.2033015682599,2.0221281064769845,9.787500847728834,90,Clouds,overcast clouds,07-10-2012 11:00
114,5540.035374471712,None,321.6903070433643,7.077448372669446,8.700000753536742,90,Clouds,overcast clouds,07-10-2012 12:00
115,7158.169855320524,None,322.87303462576074,9.09957647914643,4.350000376768371,90,Clouds,overcast clouds,07-10-2012 13:00
116,7103.189936251044,None,323.8238548390597,7.077448372669446,6.525000565152556,90,Clouds,overcast clouds,07-10-2012 14:00
117,4774.628658014247,None,323.8238548390597,4.044256212953969,9.787500847728834,90,Clouds,overcast clouds,07-10-2012 15:00
118,4666.824895132914,None,324.02097610279253,3.033192159715477,3.262500282576278,90,Clouds,overcast clouds,07-10-2012 16:00
119,4132.118231241501,None,323.8818316813341,8.088512425907938,1.0875000941920927,90,Clouds,overcast clouds,07-10-2012 17:00
120,4328.321079685527,None,323.8238548390597,9.09957647914643,3.262500282576278,90,Clouds,overcast clouds,07-10-2012 18:00
121,3645.923260646689,None,322.4787920982953,6.066384319430954,7.612500659344649,90,Clouds,overcast clouds,07-10-2012 19:00
122,3034.675925109529,None,320.9482034622529,6.066384319430954,1.0875000941920927,75,Clouds,broken clouds,07-10-2012 20:00
123,2274.6593967961303,None,319.719094406037,7.077448372669446,8.700000753536742,90,Clouds,overcast clouds,07-10-2012 21:00
124,1676.3485128047312,None,318.7334880873733,5.055320266192461,1.0875000941920927,75,Clouds,broken clouds,07-10-2012 22:00
125,1033.8380860319853,None,317.6203327157061,4.044256212953969,8.700000753536742,20,Clouds,few clouds,07-10-2012 23:00
126,490.507121110066,Columbus Day,316.6463217654973,7.077448372669446,6.525000565152556,20,Clouds,few clouds,08-10-2012 00:00
127,362.2206432812795,None,316.1129348165735,8.088512425907938,9.787500847728834,20,Clouds,few clouds,08-10-2012 01:00
128,285.6799716355329,None,315.1389238663647,9.09957647914643,9.787500847728834,1,Clear,sky is clear,08-10-2012 02:00
129,338.5038154473862,None,314.29246196915943,1.0110640532384922,11.96250103611302,1,Clear,sky is clear,08-10-2012 03:00
130,839.7913128455855,None,313.8054564940551,5.055320266192461,0.0,1,Clear,sky is clear,08-10-2012 04:00
131,2771.634743679076,None,313.457595440409,6.066384319430954,10.875000941920929,1,Clear,sky is clear,08-10-2012 05:00
132,5997.123329088566,None,312.62272891165867,1.0110640532384922,11.96250103611302,20,Clouds,few clouds,08-10-2012 06:00
133,7196.979209957804,None,313.0865436498533,2.0221281064769845,13.050001130305112,20,Clouds,few clouds,08-10-2012 07:00
134,6431.572493500338,None,314.501178601347,1.0110640532384922,0.0,20,Clouds,few clouds,08-10-2012 08:00
135,5209.077822426019,None,317.3768299781539,9.09957647914643,4.350000376768371,20,Clouds,few clouds,08-10-2012 09:00
136,4737.975378634593,None,320.9250127253431,3.033192159715477,6.525000565152556,20,Clouds,few clouds,08-10-2012 10:00
137,4755.223980695607,None,324.05576220815715,8.088512425907938,8.700000753536742,20,Clouds,few clouds,08-10-2012 11:00
138,5010.718898724366,None,324.4847908409872,9.09957647914643,3.262500282576278,1,Clear,sky is clear,08-10-2012 12:00
139,4961.129167798954,None,327.3836329547038,4.044256212953969,10.875000941920929,40,Clouds,scattered clouds,08-10-2012 13:00
140,5524.942847668326,None,328.07935506199584,8.088512425907938,6.525000565152556,40,Clouds,scattered clouds,08-10-2012 14:00
141,5931.363033730951,None,328.70550495855866,5.055320266192461,10.875000941920929,1,Clear,sky is clear,08-10-2012 15:00
142,6445.58698267491,None,329.69111127722226,1.0110640532384922,7.612500659344649,1,Clear,sky is clear,08-10-2012 16:00
143,6104.927091969898,None,329.8650418040453,5.055320266192461,8.700000753536742,40,Clouds,scattered clouds,08-10-2012 17:00
144,4591.362261115981,None,329.57515759267363,2.0221281064769845,8.700000753536742,40,Clouds,scattered clouds,08-10-2012 18:00
145,3308.497482828116,None,326.9777950587835,0.0,13.050001130305112,20,Clouds,few clouds,08-10-2012 19:00
146,2563.573481318103,None,324.45000473562254,4.044256212953969,2.1750001883841854,1,Clear,sky is clear,08-10-2012 20:00
147,2188.416386491064,None,323.91661778669874,0.0,11.96250103611302,1,Clear,sky is clear,08-10-2012 21:00
148,1509.2526803386647,None,323.3948262062297,2.0221281064769845,13.050001130305112,1,Clear,sky is clear,08-10-2012 22:00
149,988.5605056218252,None,322.8846299942156,8.088512425907938,2.1750001883841854,1,Clear,sky is clear,08-10-2012 23:00
150,555.1893788388659,None,322.0961449392846,4.044256212953969,4.350000376768371,1,Clear,sky is clear,09-10-2012 00:00
151,325.5673639016262,None,321.50478114808647,3.033192159715477,4.350000376768371,1,Clear,sky is clear,09-10-2012 01:00
152,270.5874448321463,None,321.73668851718384,4.044256212953969,5.437500470960464,1,Clear,sky is clear,09-10-2012 02:00
153,860.2740277930388,None,321.1569200944405,8.088512425907938,5.437500470960464,20,Clouds,few clouds,09-10-2012 04:00
154,2886.9847699621027,None,320.6351285139715,0.0,6.525000565152556,40,Clouds,scattered clouds,09-10-2012 05:00
155,6180.389725986832,None,320.7278914616104,9.09957647914643,2.1750001883841854,40,Clouds,scattered clouds,09-10-2012 06:00
156,6952.264668217177,None,321.5511626219059,2.0221281064769845,3.262500282576278,75,Clouds,broken clouds,09-10-2012 07:00
157,6214.886930108859,None,322.79186704657667,5.055320266192461,8.700000753536742,90,Clouds,overcast clouds,09-10-2012 08:00
158,6035.932683725846,None,323.91661778669874,7.077448372669446,7.612500659344649,90,Clouds,overcast clouds,09-10-2012 09:00
159,4887.822609039647,None,326.2588822145818,9.09957647914643,2.1750001883841854,90,Clouds,overcast clouds,09-10-2012 10:00
160,5057.07451676334,None,328.27647632572854,1.0110640532384922,2.1750001883841854,90,Clouds,overcast clouds,09-10-2012 11:00
161,5462.416665197152,None,329.40122706585066,7.077448372669446,10.875000941920929,75,Clouds,broken clouds,09-10-2012 12:00
162,5422.529272931059,None,330.63033612206647,7.077448372669446,4.350000376768371,75,Clouds,broken clouds,09-10-2012 13:00
163,5713.599432710659,None,332.0333757051054,3.033192159715477,13.050001130305112,90,Clouds,overcast clouds,09-10-2012 14:00
164,6227.823381654618,None,333.05376812913363,2.0221281064769845,13.050001130305112,100,Rain,light rain,09-10-2012 15:00
165,6844.4609053358445,None,334.56116602826626,5.055320266192461,0.0,90,Clouds,overcast clouds,09-10-2012 16:00
166,6605.136551739285,None,336.6947138239617,7.077448372669446,11.96250103611302,90,Clouds,overcast clouds,09-10-2012 17:00
167,4808.04782450746,None,336.4164249810449,3.033192159715477,0.0,90,Clouds,overcast clouds,09-10-2012 18:00
168,3684.7326152839687,None,334.9438131872769,0.0,2.1750001883841854,75,Clouds,broken clouds,09-10-2012 19:00
169,2991.554419956996,None,333.2045079190469,9.09957647914643,5.437500470960464,90,Clouds,overcast clouds,09-10-2012 20:00
170,2485.954772043543,None,330.5955500167019,4.044256212953969,6.525000565152556,90,Clouds,overcast clouds,09-10-2012 21:00
171,1990.0574627894107,None,328.6823142216489,2.0221281064769845,10.875000941920929,90,Clouds,overcast clouds,09-10-2012 22:00
172,1020.9016344862252,None,327.51118200770736,2.0221281064769845,3.262500282576278,90,Clouds,overcast clouds,09-10-2012 23:00
173,532.5505886337859,None,326.85024600578,0.0,5.437500470960464,90,Clouds,overcast clouds,10-10-2012 00:00
174,357.9084927660262,None,326.7342923212313,3.033192159715477,7.612500659344649,90,Clouds,overcast clouds,10-10-2012 01:00
175,281.3678211202796,None,325.93421189784544,1.0110640532384922,1.0875000941920927,75,Clouds,broken clouds,10-10-2012 02:00
176,389.1715840016128,None,326.02697484548446,9.09957647914643,2.1750001883841854,90,Clouds,overcast clouds,10-10-2012 03:00
177,6333.471069278325,None,326.11973779312336,6.066384319430954,7.612500659344649,92,Clear,sky is clear,10-10-2012 06:00
178,7323.109612528963,None,326.11973779312336,5.055320266192461,2.1750001883841854,99,Rain,light rain,10-10-2012 07:00
179,7323.109612528963,None,326.11973779312336,5.055320266192461,5.437500470960464,99,Drizzle,light intensity drizzle,10-10-2012 07:00
180,6773.310421834164,None,324.7862704208137,4.044256212953969,4.350000376768371,99,Rain,light rain,10-10-2012 08:00
181,6773.310421834164,None,324.7862704208137,2.0221281064769845,10.875000941920929,99,Drizzle,light intensity drizzle,10-10-2012 08:00
182,6123.253731659725,None,324.2180973665253,6.066384319430954,10.875000941920929,99,Rain,light rain,10-10-2012 09:00
183,6123.253731659725,None,324.2180973665253,3.033192159715477,8.700000753536742,99,Drizzle,light intensity drizzle,10-10-2012 09:00
184,4993.470296663353,None,324.28766957725446,6.066384319430954,1.0875000941920927,99,Clear,sky is clear,10-10-2012 10:00
185,5268.369892010753,None,324.8906287369075,8.088512425907938,11.96250103611302,1,Clear,sky is clear,10-10-2012 11:00
186,5422.529272931059,None,327.0937487433321,9.09957647914643,11.96250103611302,75,Clouds,broken clouds,10-10-2012 12:00
187,5462.416665197152,None,327.2908700070649,6.066384319430954,8.700000753536742,75,Clouds,broken clouds,10-10-2012 13:00
188,5634.902685807286,None,327.0473672695127,6.066384319430954,13.050001130305112,90,Clouds,overcast clouds,10-10-2012 14:00
189,6047.791097642792,None,326.5139803205888,7.077448372669446,6.525000565152556,90,Clouds,overcast clouds,10-10-2012 15:00
190,6776.544534720604,None,326.0965470562137,4.044256212953969,13.050001130305112,81,Clear,sky is clear,10-10-2012 16:00
191,5147.629677583659,None,327.6851125345304,5.055320266192461,6.525000565152556,81,Clear,sky is clear,10-10-2012 18:00
192,3600.6456802365283,None,327.6851125345304,0.0,0.0,81,Clear,sky is clear,10-10-2012 19:00
193,3248.127375614569,None,327.6851125345304,8.088512425907938,6.525000565152556,81,Clear,sky is clear,10-10-2012 20:00
194,2806.131947801103,None,327.6851125345304,0.0,0.0,81,Clear,sky is clear,10-10-2012 21:00
195,2059.051871033464,None,327.6851125345304,3.033192159715477,11.96250103611302,81,Clear,sky is clear,10-10-2012 22:00
196,1117.9250210794253,None,327.6851125345304,8.088512425907938,6.525000565152556,81,Clear,sky is clear,10-10-2012 23:00
197,374.07905719822617,None,317.5971419787964,8.088512425907938,6.525000565152556,1,Clear,sky is clear,11-10-2012 01:00
198,377.3131700846662,None,318.1769104015397,6.066384319430954,7.612500659344649,75,Clouds,broken clouds,11-10-2012 03:00
199,916.3319844913322,None,317.7710725056195,0.0,3.262500282576278,75,Clouds,broken clouds,11-10-2012 04:00
200,3008.8030220180094,None,317.3768299781539,8.088512425907938,8.700000753536742,40,Clouds,scattered clouds,11-10-2012 05:00
201,6262.320585776644,None,316.159316290393,0.0,3.262500282576278,1,Clear,sky is clear,11-10-2012 06:00
202,7328.499800673029,None,316.14772092193806,1.0110640532384922,7.612500659344649,1,Clear,sky is clear,11-10-2012 07:00
203,6795.949212039244,None,315.9969811320248,4.044256212953969,8.700000753536742,1,Clear,sky is clear,11-10-2012 08:00
204,5703.897094051339,None,319.0929445094742,9.09957647914643,1.0875000941920927,20,Clouds,few clouds,11-10-2012 09:00
205,4999.938522436233,None,319.2668750362972,2.0221281064769845,7.612500659344649,1,Clear,sky is clear,11-10-2012 10:00
206,5990.655103315685,None,329.4244178027604,2.0221281064769845,7.612500659344649,50,Clear,sky is clear,11-10-2012 14:00
207,6272.022924435965,None,329.4244178027604,2.0221281064769845,6.525000565152556,50,Clear,sky is clear,11-10-2012 15:00
208,6761.452007917218,None,329.0533660122046,0.0,5.437500470960464,75,Clouds,broken clouds,11-10-2012 16:00
209,6407.855665666445,None,328.75188643237806,1.0110640532384922,9.787500847728834,75,Clouds,broken clouds,11-10-2012 17:00
210,5335.20822499718,None,328.51997906328074,5.055320266192461,4.350000376768371,90,Clouds,overcast clouds,11-10-2012 18:00
211,3784.990114763608,None,327.0589626379676,5.055320266192461,2.1750001883841854,90,Clouds,overcast clouds,11-10-2012 19:00
212,3276.1563539637154,None,326.93141358496405,0.0,11.96250103611302,90,Clouds,overcast clouds,11-10-2012 20:00
213,2888.062807590916,None,326.7690784265959,3.033192159715477,0.0,90,Clouds,overcast clouds,11-10-2012 21:00
214,2257.4107947351167,None,327.1749163225163,9.09957647914643,1.0875000941920927,90,Clouds,overcast clouds,11-10-2012 22:00
215,1384.200315396318,None,327.60394495534626,7.077448372669446,6.525000565152556,90,Clouds,overcast clouds,11-10-2012 23:00
216,679.1637061523991,None,329.2041058021179,6.066384319430954,11.96250103611302,90,Clouds,overcast clouds,12-10-2012 00:00
217,441.9954278134661,None,330.05056769932315,4.044256212953969,9.787500847728834,90,Clouds,overcast clouds,12-10-2012 01:00
218,356.8304551372129,None,330.01578159395854,9.09957647914643,13.050001130305112,90,Clouds,overcast clouds,12-10-2012 02:00
219,401.02999791855945,None,328.35764390491266,6.066384319430954,2.1750001883841854,72,Drizzle,light intensity drizzle,12-10-2012 03:00
220,796.6698076930522,None,327.2908700070649,4.044256212953969,9.787500847728834,72,Rain,light rain,12-10-2012 04:00
221,2760.8543673909426,None,325.5631601072897,1.0110640532384922,8.700000753536742,72,Drizzle,light intensity drizzle,12-10-2012 05:00
222,6021.918194551272,None,322.9657975733996,0.0,5.437500470960464,75,Clouds,broken clouds,12-10-2012 06:00
223,7537.639100662816,None,321.93380978091653,6.066384319430954,10.875000941920929,75,Clouds,broken clouds,12-10-2012 07:00
224,6317.300504846125,None,322.2352893607431,4.044256212953969,3.262500282576278,90,Clouds,overcast clouds,12-10-2012 08:00
225,5638.136798693726,None,322.5599596774793,5.055320266192461,0.0,90,Clouds,overcast clouds,12-10-2012 09:00
226,5243.575026548046,None,323.8470455759696,9.09957647914643,0.0,75,Clouds,broken clouds,12-10-2012 10:00
227,5547.581637873406,None,325.192108316734,0.0,3.262500282576278,75,Clouds,broken clouds,12-10-2012 11:00
228,5957.2359368224725,None,325.77187673947736,2.0221281064769845,3.262500282576278,40,Clouds,scattered clouds,12-10-2012 12:00
229,5803.076555902166,None,326.6879108474119,1.0110640532384922,13.050001130305112,40,Clouds,scattered clouds,12-10-2012 13:00
230,6207.340666707165,None,326.8038645319605,6.066384319430954,6.525000565152556,75,Clouds,broken clouds,12-10-2012 14:00
231,6348.563596081711,None,327.51118200770736,4.044256212953969,10.875000941920929,75,Clouds,broken clouds,12-10-2012 15:00
